vintage,score,release_price,bottle_name,winery,review_text,Magazine,review_link,region,source,varietal,wine_id
2016,94,$50,Chardonnay Willamette Valley Bunker Hill,Lingua Franca,"Sleek and seamlessly complex, featuring expressive floral lemongrass and steely mineral aromas and plush yet refined green apple and lemon flavors accented by spicy lees. Drink now through 2022. 692 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/456045/name/lingua-franca-chardonnay-willamette-valley-bunker-hill-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,456045
2016,93,$50,Brut Dundee Hills Knudsen Vineyard,Argyle,"Luxurious aromas of caramel brioche and baked apple draw in vibrant accents of lemon verbena and fresh ginger, balancing out this crisp yet full-bodied bubbly. Pinot Noir and Chardonnay. Drink now. 932 cases made.","Magazine Issue Dec 31, 2020",https://www.winespectator.com/wine/wine-detail/id/1269895/name/argyle-brut-dundee-hills-knudsen-vineyard-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,1269895
2016,93,$35,Chardonnay Eola-Amity Hills Seven Springs,Evening Land,"Graceful and elegantly complex, with alluring Meyer lemon and green apple flavors accented by wet stone and sweet anise notes on a lingering finish. Drink now through 2021. 1,019 cases made.","Magazine Issue Dec 31, 2018",https://www.winespectator.com/wine/wine-detail/id/462339/name/evening-land-chardonnay-eola-amity-hills-seven-springs-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,462339
2016,93,$45,Chardonnay Yamhill-Carlton District Lazy River Vineyard,Lavinea,"Polished and supple, with delicately complex and alluring pear and star fruit flavors, accented by crushed stone and spice notes. Drink now through 2021. 220 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/855486/name/lavinea-chardonnay-yamhill-carlton-district-lazy-river-vineyard-2016,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator,Chardonnay,855486
2016,93,$90,Chardonnay Eola-Amity Hills Sisters,Lingua Franca,"Sleek and refined, with elegant apple, quince and river rock accents that build complexity and richness on a long, crisp finish. Drink now through 2021. 141 cases made.","Magazine Issue Nov 15, 2018",https://www.winespectator.com/wine/wine-detail/id/459146/name/lingua-franca-chardonnay-eola-amity-hills-sisters-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,459146
2016,93,$35,Chardonnay Willamette Valley Avni,Lingua Franca,"Refined and gracefully complex, with precise and vibrant Meyer lemon, river stone and apricot flavors that glide on a long finish. Drink now through 2020. 1,041 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/456044/name/lingua-franca-chardonnay-willamette-valley-avni-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,456044
2016,93,$58,Chardonnay McMinnville Hyland Vineyard,Résonance,"Seamless and graceful, with stony mineral and lemon aromas that open to elegantly layered flavors of steely apple and spice that glide on a long finish. Drink now through 2021. 200 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/455952/name/r%C3%A9sonance-chardonnay-mcminnville-hyland-vineyard-2016,"['Oregon', 'Willamette Valley', 'McMinnville']",Wine Spectator,Chardonnay,455952
2016,92,$65,Chardonnay Willamette Valley Signature,Alexana,"Exotic aromas of marzipan, spicy lees and baked apple lead to a rich, silky texture and elegant complexity, building toward a long finish. Drink now through 2021. 250 cases made.","Magazine Issue Dec 15, 2019",https://www.winespectator.com/wine/wine-detail/id/1240093/name/alexana-chardonnay-willamette-valley-signature-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1240093
2016,92,$45,Chardonnay Willamette Valley,Big Table Farm,"Graceful and vibrant, with floral Meyer lemon and verbena aromas and elegantly layered apple and spice flavors that linger on the finish. Drink now through 2020. 910 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/455892/name/big-table-farm-chardonnay-willamette-valley-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,455892
2016,92,$65,Chardonnay Dundee Hills Édition Limitée,Domaine Drouhin,"Refined and polished, with elegant pear, mineral and lemon verbena accents that glide effortlessly on a long finish. Drink now through 2021. 124 cases made.","Magazine Issue Jul 31, 2018",https://www.winespectator.com/wine/wine-detail/id/454742/name/domaine-drouhin-chardonnay-dundee-hills-%C3%89dition-limit%C3%A9e-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,454742
2016,92,$75,Chardonnay Dundee Hills Clos du Soleil Vineyard,Domaine Serene,"Tightly focused and refined, with sleek apple, lemon zest and stony mineral flavors that persist on a lingering finish. Drink now through 2021. 234 cases made.","Magazine Issue Dec 15, 2018",https://www.winespectator.com/wine/wine-detail/id/461581/name/domaine-serene-chardonnay-dundee-hills-clos-du-soleil-vineyard-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,461581
2016,92,$65,Chardonnay Dundee Hills Evenstad Reserve,Domaine Serene,"Sleek and graceful, with floral apple and Meyer lemon flavors accented by lively acidity and spice hints that linger on the finish. Drink now through 2023. 1,938 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/463023/name/domaine-serene-chardonnay-dundee-hills-evenstad-reserve-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,463023
2016,92,$135,Chardonnay Dundee Hills Récolte Grand Cru,Domaine Serene,"Elegant and well-structured, with expressive apple blossom and lemon flavors, marked by stony minerality that dances along the finish. Drink now through 2021. 239 cases made.","Magazine Issue Feb 29, 2020",https://www.winespectator.com/wine/wine-detail/id/1245067/name/domaine-serene-chardonnay-dundee-hills-r%C3%A9colte-grand-cru-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,1245067
2016,92,$75,Chardonnay Eola-Amity Hills La Source Seven Springs Estate,Evening Land,"Sleek and vibrant, featuring a lively and focused structure that offers taut lemon and apple flavors, with exotic and spicy lees accents that linger on the finish. Drink now. 468 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/463036/name/evening-land-chardonnay-eola-amity-hills-la-source-seven-springs-estate-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,463036
2016,92,$60,Chardonnay Eola-Amity Hills Elton Vineyard,Lavinea,"Shows polish and precision, with expressive apple, crushed stone and toffee accents that build richness on the long finish. Drink now through 2022. 303 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/855485/name/lavinea-chardonnay-eola-amity-hills-elton-vineyard-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,855485
2016,92,$42,Chardonnay Dundee Hills Durant Vineyard,Patricia Green,"Supple and elegantly layered, with floral pear, lemon curd and spice flavors that linger plushly on the finish. Drink now through 2021. 300 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/456056/name/patricia-green-chardonnay-dundee-hills-durant-vineyard-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,456056
2016,91,$40,Chardonnay Chehalem Mountains Staking Claim,Adelsheim,"A spirited white, still youthful, with vibrant citrus, mineral and spice details that take on richness along the finish. Drink now through 2022. 737 cases made.","Magazine Issue Jul 31, 2018",https://www.winespectator.com/wine/wine-detail/id/454774/name/adelsheim-chardonnay-chehalem-mountains-staking-claim-2016,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator,Chardonnay,454774
2016,91,$50,Chardonnay Ribbon Ridge Ribbon Springs Vineyard,Adelsheim,"Graceful and focused, with floral apple and Asian pear flavors that build toward sleek and steely tannins. Drink now. 175 cases made.","Magazine Issue Oct 15, 2019",https://www.winespectator.com/wine/wine-detail/id/1234503/name/adelsheim-chardonnay-ribbon-ridge-ribbon-springs-vineyard-2016,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator,Chardonnay,1234503
2016,91,$35,Chardonnay Willamette Valley Terroir Series,Alexana,"Graceful and sleekly complex, with vibrant star fruit, spice and flint accents that glide on a lingering finish. Drink now through 2020. 2,468 cases made.","Magazine Issue Oct 15, 2019",https://www.winespectator.com/wine/wine-detail/id/1236440/name/alexana-chardonnay-willamette-valley-terroir-series-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1236440
2016,91,$125,Chardonnay Willamette Valley Aequorin,Antica Terra,"Plush and pretty, buoyed by an elegant structure that offers lively tropical fruit, pear and delicate spice flavors that linger on the finish. Drink now through 2022. 220 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/463097/name/antica-terra-chardonnay-willamette-valley-aequorin-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,463097
2016,91,$110,Chardonnay Willamette Valley Aurata,Antica Terra,"Silky and elegantly layered, offering refined pineapple and pear flavors laced with cinnamon and spice notes, lingering on the supple finish. Drink now through 2021. 94 cases made.","Magazine Issue Sep 30, 2020",https://www.winespectator.com/wine/wine-detail/id/1246284/name/antica-terra-chardonnay-willamette-valley-aurata-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1246284
2016,91,$60,Chardonnay Dundee Hills Spirithouse Master Series,Argyle,"Focused and vibrant, with expressive pear, lemon curd and spice flavors that build momentum on the finish. Drink now through 2022. 250 cases made.","Magazine Issue Dec 15, 2018",https://www.winespectator.com/wine/wine-detail/id/461567/name/argyle-chardonnay-dundee-hills-spirithouse-master-series-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,461567
2016,91,$40,Chardonnay Eola-Amity Hills Nuthouse Master Series,Argyle,"Vibrant and graceful, with crisp pear and lemon flavors accented by apricot and spice notes that linger. Drink now through 2021. 250 cases made.","Magazine Issue Dec 15, 2018",https://www.winespectator.com/wine/wine-detail/id/461568/name/argyle-chardonnay-eola-amity-hills-nuthouse-master-series-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,461568
2016,91,$100,Chardonnay Willamette Valley Sigrid,Bergström,"Refined and sleek, with lush pear and quince flavors accented by toasted spice notes that build richness and complexity on the long finish. Drink now through 2020. 1,000 cases made.","Magazine Issue Nov 15, 2018",https://www.winespectator.com/wine/wine-detail/id/459113/name/bergstr%C3%B6m-chardonnay-willamette-valley-sigrid-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,459113
2016,91,$32,Chardonnay Chehalem Mountains Dijon 76,Carabella,"Distinctive, with smoky, flinty aromas and tightly focused lemon and lime flavors that finish on a vibrant, mineral note. Drink now through 2021. 300 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/854989/name/carabella-chardonnay-chehalem-mountains-dijon-76-2016,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator,Chardonnay,854989
2016,91,$75,Chardonnay Dundee Hills Clos de Lune Vineyard,Domaine Serene,"Seamless and sleek, with floral apple and Meyer lemon flavors accented by toasted spice and orange zest notes. Drink now through 2021. 198 cases made.","Magazine Issue Dec 15, 2018",https://www.winespectator.com/wine/wine-detail/id/461573/name/domaine-serene-chardonnay-dundee-hills-clos-de-lune-vineyard-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,461573
2016,91,$35,Chardonnay Eola-Amity Hills,Drouhin Oregon Roserock,"Polished and refined, with expressive apple, ripe cantaloupe and spice flavors that take on richness on the long finish. Drink now through 2020. 2,866 cases made.","Magazine Issue Nov 15, 2018",https://www.winespectator.com/wine/wine-detail/id/459115/name/drouhin-oregon-roserock-chardonnay-eola-amity-hills-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,459115
2016,91,$65,Brut Willamette Valley RMS,Roco,"Precise and polished, with elegantly layered Asian pear, cinnamon brioche and roasted nut flavors that dance on an alluring finish. Drink now. 142 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/1237657/name/roco-brut-willamette-valley-rms-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1237657
2016,90,$45,Chardonnay Eola-Amity Hills,Archery Summit,"Refined and well-knit, with snappy pear and lemon zest flavors accented by spice and cinnamon notes. Drink now. 721 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/463035/name/archery-summit-chardonnay-eola-amity-hills-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,463035
2016,90,$65,Chardonnay Dundee Hills Dux Vineyard,Arterberry Maresh,"Steely and crisp, with lithe apple, lemon and mineral accents, finishing on a vibrant note. Drink now through 2020.","Magazine Issue Sep 30, 2019",https://www.winespectator.com/wine/wine-detail/id/1234339/name/arterberry-maresh-chardonnay-dundee-hills-dux-vineyard-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,1234339
2016,90,$37,Chardonnay Willamette Valley Old Stones,Bergström,"Crisp and vibrant, with lively accents of crushed stone, pear and star fruit that finish with a clean snap. Drink now through 2020. 800 cases made.","Magazine Issue Nov 15, 2018",https://www.winespectator.com/wine/wine-detail/id/459100/name/bergstr%C3%B6m-chardonnay-willamette-valley-old-stones-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,459100
2016,90,$32,Chardonnay Eola-Amity Hills,Bethel Heights,"Elegant and layered, with aromas of vibrant apple and toasty lees that open to lively and crisp flavors, finishing with zesty acidity. Drink now. 455 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/463037/name/bethel-heights-chardonnay-eola-amity-hills-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,463037
2016,90,$26,Chardonnay Ribbon Ridge,Brick House,"Refined and harmonious, with pretty pear and toasted spice flavors that glide on the long, elegant finish. Drink now through 2022. 340 cases made.","Magazine Issue Dec 31, 2018",https://www.winespectator.com/wine/wine-detail/id/462290/name/brick-house-chardonnay-ribbon-ridge-2016,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator,Chardonnay,462290
2016,90,$35,Chardonnay Dundee Hills Arthur,Domaine Drouhin,"Elegant and refined, with sleek mineral, apple and toasted spice flavors that end on a vibrant note. Drink now through 2020. 3,375 cases made.","Magazine Issue Nov 15, 2018",https://www.winespectator.com/wine/wine-detail/id/459102/name/domaine-drouhin-chardonnay-dundee-hills-arthur-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,459102
2016,90,$80,Chardonnay Dundee Hills Côte Sud Vineyard,Domaine Serene,"Svelte and polished, with delicate pear and star fruit flavors, accented by lingering spice notes. Drink now through 2022. 225 cases made.","Magazine Issue Oct 15, 2019",https://www.winespectator.com/wine/wine-detail/id/1236076/name/domaine-serene-chardonnay-dundee-hills-c%C3%B4te-sud-vineyard-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,1236076
2016,90,$35,Chardonnay Eola-Amity Hills Willakia Vineyard,Erath,"Delicate yet expressive, with elegant apple, spice and Meyer lemon flavors that linger on the finish. Drink now. 3,400 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/855212/name/erath-chardonnay-eola-amity-hills-willakia-vineyard-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Chardonnay,855212
2016,90,$27,Chardonnay Dundee Hills,Eyrie,"Expressive and zesty, with medium-bodied pear and tangerine flavors accented by spice and clotted cream notes. Drink now. 435 cases made.","Magazine Issue Mar 31, 2018",https://www.winespectator.com/wine/wine-detail/id/448056/name/eyrie-chardonnay-dundee-hills-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,448056
2016,90,$60,Chardonnay Dundee Hills Original Vines,Eyrie,"Fresh and lively, with floral tropical fruit aromas that open to elegant pear and baking spice flavors. Drink now through 2021. 200 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/463026/name/eyrie-chardonnay-dundee-hills-original-vines-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,463026
2016,90,$42,Chardonnay Yamhill-Carlton District,Fairsing,"Tightly focused and lively, with floral citrus and lemon verbena notes that dance lightly toward the finish. Drink now. 510 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/855180/name/fairsing-chardonnay-yamhill-carlton-district-2016,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator,Chardonnay,855180
2016,90,$45,Chardonnay Dundee Hills,Knudsen,"Vibrant and fresh, with lively apple and spice flavors that take on richness on the finish. Drink now. 320 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/456049/name/knudsen-chardonnay-dundee-hills-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,456049
2016,90,$42,Chardonnay Willamette Valley Reserve,Ponzi,"Polished and pretty, with elegantly layered pear and tropical fruit accents that take on zesty spice notes on the finish. Drink now. 1,359 cases made.","Magazine Issue Mar 31, 2020",https://www.winespectator.com/wine/wine-detail/id/1244842/name/ponzi-chardonnay-willamette-valley-reserve-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1244842
2016,90,$35,Chardonnay Dundee Hills Reserve,Stoller,"Vibrant and fresh, with generous tropical fruit and pear flavors accented by mineral and spice notes. Drink now. 1,700 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/463028/name/stoller-chardonnay-dundee-hills-reserve-2016,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator,Chardonnay,463028
2016,90,$45,Chardonnay Oregon,Toil Oregon,"Refined and expressive, with lemon and orange zest flavors that linger on a crisp finish. Drink now through 2021. 120 cases made.","Magazine Issue Dec 15, 2018",https://www.winespectator.com/wine/wine-detail/id/461566/name/toil-oregon-chardonnay-oregon-2016,['Oregon'],Wine Spectator,Chardonnay,461566
2016,89,$50,Brut Rosé Willamette Valley Artisan Series,Argyle,"A pretty blush bubbly with bright cherry, cranberry and spice flavors that finish on a vibrant accent. Drink now. 2,252 cases made.","Magazine Issue Dec 31, 2020",https://www.winespectator.com/wine/wine-detail/id/1269893/name/argyle-brut-ros%C3%A9-willamette-valley-artisan-series-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1269893
2016,89,$45,Chardonnay McMinnville,Hyland,"Crisp and lively, with appealing pear and creamy spice flavors. Drink now. 290 cases made.",Magazine Issue Web Only - 2018,https://www.winespectator.com/wine/wine-detail/id/455880/name/hyland-chardonnay-mcminnville-2016,"['Oregon', 'Willamette Valley', 'McMinnville']",Wine Spectator,Chardonnay,455880
2016,89,$30,Chardonnay Willamette Valley Reserve,Lemelson,"Elegantly layered, with alluring tropical fruit and pear flavors. Drink now. 531 cases made.","Magazine Issue Oct 15, 2019",https://www.winespectator.com/wine/wine-detail/id/1236054/name/lemelson-chardonnay-willamette-valley-reserve-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,1236054
2016,89,$40,Chardonnay Willamette Valley Gravel Road,Roco,"Fresh and crisp, with appealing pear, apple and spice flavors that linger. Drink now through 2020. 741 cases made.",Magazine Issue Web Only - 2018,https://www.winespectator.com/wine/wine-detail/id/459094/name/roco-chardonnay-willamette-valley-gravel-road-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Chardonnay,459094
2016,88,$18,Grenache Umpqua Valley Rosé,Abacela,"Crisp and lively, with zesty raspberry and spice flavors. Drink now. 656 cases made.",Magazine Issue Web Only - 2017,https://www.winespectator.com/wine/wine-detail/id/443496/name/abacela-grenache-umpqua-valley-ros%C3%A9-2016,"['Oregon', 'Southern Oregon', 'Umpqua Valley']",Wine Spectator,Grenache,443496
2016,87,$45,Grenache Applegate Valley 6,Cowhorn,"A snappy red, with easygoing cherry and licorice flavors. Drink now through 2022. 325 cases made.",Magazine Issue Web Only - 2020,https://www.winespectator.com/wine/wine-detail/id/1244034/name/cowhorn-grenache-applegate-valley-6-2016,"['Oregon', 'Southern Oregon', 'Applegate Valley']",Wine Spectator,Grenache,1244034
2016,82,$35,Umpqua Valley,Père Ami,"Taut and a touch gamy, with moderate cherry and smoked meat accents. Grenache, Tempranillo and Syrah. Drink now. 500 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/1235821/name/p%C3%A8re-ami-umpqua-valley-2016,"['Oregon', 'Southern Oregon', 'Umpqua Valley']",Wine Spectator,Grenache,1235821
2016,87,$35,Claret Reserve Red Blend Rogue Valley,Del Rio,"Snappy and straightforward, with appealing cherry and tobacco accents. Merlot, Cabernet Sauvignon, Malbec and Cabernet Franc. Drink now through 2023. 495 cases made.",Magazine Issue Web Only - 2020,https://www.winespectator.com/wine/wine-detail/id/1246164/name/del-rio-claret-reserve-red-blend-rogue-valley-2016,"['Oregon', 'Southern Oregon', 'Rogue Valley']",Wine Spectator,Merlot,1246164
2016,87,$16,Red Table Wine Oregon,Sineann,"A good quaff if an unlikely blend, offering black cherry and spicy espresso flavors. Pinot Noir, Cabernet Sauvignon, Merlot and Cabernet Franc. Drink now through 2021. 400 cases made.",Magazine Issue Web Only - 2018,https://www.winespectator.com/wine/wine-detail/id/447252/name/sineann-red-table-wine-oregon-2016,['Oregon'],Wine Spectator,Merlot,447252
2016,89,$35,Gamay Noir Eola-Amity Hills Seven Springs,Evening Land,"Supple and lively, with delicately expressive raspberry and lavender notes that dance lithely along the finish. Drink now. 354 cases made.",Magazine Issue Web Only - 2018,https://www.winespectator.com/wine/wine-detail/id/445636/name/evening-land-gamay-noir-eola-amity-hills-seven-springs-2016,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator,Other Red Wines,445636
2016,87,$45,Grenache Applegate Valley 6,Cowhorn,"A snappy red, with easygoing cherry and licorice flavors. Drink now through 2022. 325 cases made.",Magazine Issue Web Only - 2020,https://www.winespectator.com/wine/wine-detail/id/1244034/name/cowhorn-grenache-applegate-valley-6-2016,"['Oregon', 'Southern Oregon', 'Applegate Valley']",Wine Spectator,Other Red Wines,1244034
2016,91,$28,Brut Willamette Valley Vintage Grower Series,Argyle,"Vibrant and fresh, with bright lemon zest and roasted pear flavors with accents of yeast roll and spice. Drink now. 60 cases made.","Magazine Issue Dec 31, 2020",https://www.winespectator.com/wine/wine-detail/id/1269894/name/argyle-brut-willamette-valley-vintage-grower-series-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Other White Wines,1269894
2016,91,$35,Viognier Applegate Valley,Cowhorn,"A lovely wine, fresh and expressive, with peach and lemon flavors accented by lingering spice notes and a lush texture. Drink now. 150 cases made.","Magazine Issue Jul 31, 2018",https://www.winespectator.com/wine/wine-detail/id/454754/name/cowhorn-viognier-applegate-valley-2016,"['Oregon', 'Southern Oregon', 'Applegate Valley']",Wine Spectator,Other White Wines,454754
2016,90,$30,Viognier Oregon,Penner-Ash,"Delicate and pretty, with star fruit and lychee nut aromas and supple, oily apricot and lemon flavors that glide along the finish. Drink now. 1,400 cases made.",Magazine Issue Web Only - 2018,https://www.winespectator.com/wine/wine-detail/id/445558/name/penner-ash-viognier-oregon-2016,['Oregon'],Wine Spectator,Other White Wines,445558
2016,88,$40,Brut Willamette Valley Cuvée,King Estate,"Spry and medium bodied, with appealing green apple and wild flower accents. Drink now. 900 cases made.","Magazine Issue Jun 30, 2021",https://www.winespectator.com/wine/wine-detail/id/1273773/name/king-estate-brut-willamette-valley-cuv%C3%A9e-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Other White Wines,1273773
2016,88,$55,Brut Willamette Valley,Willamette Valley Vineyards,"Spirited and crisp, with lively lemon, kiwifruit and blanched almond flavors. Drink now. 869 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/1235818/name/willamette-valley-vineyards-brut-willamette-valley-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Other White Wines,1235818
2016,87,$45,Pinot Noir Chehalem Mountains Prismé Blanc,Anne Amie,"Easygoing, with strawberry blossom and peach accents. Drink now. 800 cases made.",Magazine Issue Web Only - 2020,https://www.winespectator.com/wine/wine-detail/id/1245415/name/anne-amie-pinot-noir-chehalem-mountains-prism%C3%A9-blanc-2016,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator,Other White Wines,1245415
2016,87,$25,Bluebird Cuvée Oregon-Washington,Sokol Blosser,"Sleek and easygoing, with crisp lemon, pear and spice flavors. Drink now. 1,000 cases made.",Magazine Issue Web Only - 2019,https://www.winespectator.com/wine/wine-detail/id/855373/name/sokol-blosser-bluebird-cuv%C3%A9e-oregon-washington-2016,"['Oregon', 'Oregon-Washington']",Wine Spectator,Other White Wines,855373
2016,90,$24,Pinot Gris Willamette Valley Pfeiffer,King Estate,"Sleek and delicate, with floral lemongrass and lime accents that linger on the finish. Drink now. 521 cases made.","Magazine Issue Aug 31, 2018",https://www.winespectator.com/wine/wine-detail/id/455954/name/king-estate-pinot-gris-willamette-valley-pfeiffer-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Pinot Gris,455954
2016,90,$16,Pinot Gris McMinnville Arsheen Momtazi Vineyard,Maysara,"Vibrant and precise, with aromas of pear and nectarine leading to expressive notes of kiwifruit and more nectarine on the palate, as the flavors dance toward a creamy yet crisp finish. Drink now. 1,314 cases made.","Magazine Issue Dec 15, 2017",https://www.winespectator.com/wine/wine-detail/id/443471/name/maysara-pinot-gris-mcminnville-arsheen-momtazi-vineyard-2016,"['Oregon', 'Willamette Valley', 'McMinnville']",Wine Spectator,Pinot Gris,443471
2016,89,$14,Pinot Gris Oregon,Acrobat,"Floral cantaloupe aromas open to creamy, easygoing pear and spice flavors in this white. Drink now. 90,000 cases made.","Magazine Issue Feb 28, 2018",https://www.winespectator.com/wine/wine-detail/id/446208/name/acrobat-pinot-gris-oregon-2016,['Oregon'],Wine Spectator,Pinot Gris,446208
2016,89,$14,Pinot Gris Oregon,Erath,"Crisp and floral, with appealing apricot and melon flavors. Drink now. 51,243 cases made.","Magazine Issue Feb 28, 2019",https://www.winespectator.com/wine/wine-detail/id/463392/name/erath-pinot-gris-oregon-2016,['Oregon'],Wine Spectator,Pinot Gris,463392
2016,89,$24,Pinot Gris Willamette Valley Arbre Vert Vineyard,Siduri,"Vibrant and crisp, with floral kiwifruit and lime flavors that end on a snappy note. Drink now. 129 cases made.",Magazine Issue Web Only - 2017,https://www.winespectator.com/wine/wine-detail/id/443487/name/siduri-pinot-gris-willamette-valley-arbre-vert-vineyard-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Pinot Gris,443487
2016,89,$17,Pinot Gris Willamette Valley,Willamette Valley Vineyards,"Peach and honeysuckle aromas lead to pretty nectarine and spice flavors. Drink now. 26,000 cases made.","Magazine Issue Feb 28, 2018",https://www.winespectator.com/wine/wine-detail/id/445178/name/willamette-valley-vineyards-pinot-gris-willamette-valley-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Pinot Gris,445178
2016,88,$20,Pinot Gris Willamette Valley Three Vineyard,Chehalem,"Appealing for the pear and lemons flavors that finish with snappy acidity. Drink now. 3,180 cases made.","Magazine Issue Dec 15, 2017",https://www.winespectator.com/wine/wine-detail/id/443483/name/chehalem-pinot-gris-willamette-valley-three-vineyard-2016,"['Oregon', 'Willamette Valley']",Wine Spectator,Pinot Gris,443483
